order id,item id,sku,portal name,vendor id,vendor payment amount,portal payment,difference,product id,vendor_name,vendor type,selling price,mrp,qty,reimbursment amount,mastr_product_mrp,upload selling price,order date
12517906001,#12945370161,GNC_90200009,6,912,2572.614,2754.72,182.10599999999977,219600,Guardian Healthcare Services Pvt Ltd,Non SOR order,3477.0,5649.0,1,0.0,5649.0,5649.0,2021-01-05
12837311579,#13328111035,GNC_90200009,6,912,2525.364,2754.72,229.35599999999977,219600,Guardian Healthcare Services Pvt Ltd,Non SOR order,3477.0,5649.0,1,0.0,5649.0,5649.0,2021-02-15
12849357817,#13311620185,GNC_90200009,6,912,2525.364,2754.72,229.35599999999977,219600,Guardian Healthcare Services Pvt Ltd,Non SOR order,3477.0,5649.0,1,0.0,5649.0,5649.0,2021-02-16
12425821139,#12849187795,GNC_90200009,6,912,2670.264,1983.0,-687.2640000000001,219600,Guardian Healthcare Services Pvt Ltd,Non SOR order,3477.0,5649.0,1,0.0,5649.0,5649.0,2021-01-01
12692453875,#13120143347,GNC_90200009,6,912,2525.364,2754.72,229.35599999999977,219600,Guardian Healthcare Services Pvt Ltd,Non SOR order,3477.0,5649.0,1,0.0,5649.0,5649.0,2021-02-09
12838489703,#13453860039,GNC_90200009,6,912,2525.364,2754.72,229.35599999999977,219600,Guardian Healthcare Services Pvt Ltd,Non SOR order,3477.0,5649.0,1,0.0,5649.0,5649.0,2021-02-09
12791095865,#13252473881,GNC_90200009,6,912,-411.0,-411.68,-0.6800000000000068,219600,Guardian Healthcare Services Pvt Ltd,Non SOR order,3477.0,5649.0,1,-411.0,5649.0,5649.0,2021-02-09
13125013322,#13671125386,GNC_90200009,6,912,2595.764,2595.42,-0.3440000000000509,219600,Guardian Healthcare Services Pvt Ltd,Non SOR order,3477.0,5649.0,1,-43.0,5649.0,5649.0,2021-03-15
12673683746,#13195253026,GNC_90200009,6,912,2572.614,2728.76,156.1460000000002,219600,Guardian Healthcare Services Pvt Ltd,Non SOR order,3477.0,5649.0,1,0.0,5649.0,5649.0,2021-01-21
12744662835,#13173117779,GNC_90200009,6,912,2525.364,2778.33,252.9659999999999,219600,Guardian Healthcare Services Pvt Ltd,Non SOR order,3477.0,5649.0,1,0.0,5649.0,5649.0,2021-02-15
12463149407,#12931435327,GNC_80200816,6,912,1220.1760000000002,1372.45,152.2739999999999,219611,Guardian Healthcare Services Pvt Ltd,Non SOR order,1618.0,2399.0,1,0.0,2399.0,1599.0,2020-12-30
12457234911,#12925429919,GNC_90200009,6,912,2445.614,2801.93,356.3159999999998,219600,Guardian Healthcare Services Pvt Ltd,Non SOR order,3477.0,5649.0,1,-127.0,5649.0,5649.0,2020-12-29
12639968129,#13160072705,GNC_90200009,6,912,2670.264,2754.72,84.45599999999968,219600,Guardian Healthcare Services Pvt Ltd,Non SOR order,3477.0,5649.0,1,0.0,5649.0,5649.0,2021-01-13
